scorer,Parth,Parth,Parth,Parth,Parth,Parth,Parth,Parth
labeled-data\rat9_front\good_reach_5_14306-14362\img14334.png,,,94.45102566419662,69.42879089101754,88.61332459786733,75.60988613771914,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14335.png,,,93.76423730345199,69.08539671064523,88.26993041749502,75.95328031809146,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14336.png,,,94.45102566419662,69.08539671064523,89.30011295861196,75.95328031809146,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14337.png,,,93.07744894270739,69.08539671064523,89.30011295861196,74.57970359660222,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14338.png,,,93.76423730345199,69.42879089101754,88.26993041749502,75.26649195734683,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14339.png,,,93.4208431230797,69.08539671064523,87.9265362371227,75.95328031809146,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14340.png,,,92.73405476233508,69.42879089101754,88.95671877823965,75.95328031809146,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14341.png,,,93.4208431230797,68.3986083499006,88.95671877823965,75.26649195734683,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14342.png,,,92.73405476233508,69.42879089101754,88.95671877823965,76.64006867883607,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14343.png,,,93.4208431230797,69.42879089101754,89.30011295861196,75.60988613771914,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14344.png,,,92.73405476233508,69.08539671064523,89.64350713898428,75.26649195734683,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14345.png,,,93.76423730345199,68.74200253027291,89.64350713898428,76.29667449846377,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14346.png,,,93.4208431230797,69.42879089101754,89.64350713898428,76.29667449846377,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14347.png,,,92.73405476233508,68.74200253027291,89.30011295861196,75.60988613771914,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14348.png,,,92.73405476233508,68.74200253027291,89.98690131935656,75.60988613771914,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14349.png,,,91.70387222121813,68.05521416952828,88.61332459786733,74.57970359660222,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14350.png,,,91.70387222121813,68.05521416952828,87.9265362371227,74.92309777697452,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14351.png,92.73405476233508,67.02503162841136,90.33029549972888,67.71181998915598,87.23974787637808,74.57970359660222,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14352.png,92.04726640159045,65.99484908729443,90.33029549972888,68.74200253027291,87.23974787637808,74.57970359660222,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14353.png,91.36047804084582,65.99484908729443,89.64350713898428,67.71181998915598,87.23974787637808,73.89291523585759,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14354.png,,,87.9265362371227,67.71181998915598,88.26993041749502,74.2363094162299,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14355.png,,,88.61332459786733,67.02503162841136,87.58314205675039,74.92309777697452,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14356.png,,,88.61332459786733,68.05521416952828,88.26993041749502,74.92309777697452,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14357.png,,,89.30011295861196,69.77218507138984,,,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14358.png,,,88.61332459786733,72.86273269474066,,,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14359.png,,,88.26993041749502,74.57970359660222,,,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14360.png,,,,,,,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14361.png,,,,,,,,
labeled-data\rat9_front\good_reach_5_14306-14362\img14362.png,,,,,,,,
