scorer,Parth,Parth,Parth,Parth,Parth,Parth,Parth,Parth
labeled-data\rat9_front\good_reach_3_13310-13379\img13333.png,117.49712181456707,82.28309364591672,115.96863042524069,83.04733934057991,109.85466486793518,88.01493635589064,106.03343639461923,89.92555059254862
labeled-data\rat9_front\good_reach_3_13310-13379\img13334.png,117.11499896723546,80.75460225659033,115.58650757790909,82.28309364591672,111.00103340992996,87.63281350855904,106.41555924195083,89.54342774521702
labeled-data\rat9_front\good_reach_3_13310-13379\img13335.png,115.58650757790909,78.46186517260077,115.20438473057752,81.13672510392193,110.23678771526679,86.48644496656426,105.65131354728763,87.25069066122745
labeled-data\rat9_front\good_reach_3_13310-13379\img13336.png,115.58650757790909,78.46186517260077,115.58650757790909,81.90097079858512,109.09041917327198,87.63281350855904,105.26919069995603,88.01493635589064
labeled-data\rat9_front\good_reach_3_13310-13379\img13337.png,116.73287611990389,78.84398801993237,114.82226188324591,81.51884795125352,110.61891056259836,87.63281350855904,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13338.png,115.96863042524069,78.07974232526917,115.58650757790909,81.51884795125352,109.85466486793518,88.01493635589064,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13339.png,115.20438473057752,78.07974232526917,114.82226188324591,80.75460225659033,109.47254202060358,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13340.png,,,114.44013903591431,81.51884795125352,109.47254202060358,87.63281350855904,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13341.png,,,115.58650757790909,81.51884795125352,110.23678771526679,87.63281350855904,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13342.png,,,115.20438473057752,79.99035656192714,109.47254202060358,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13343.png,,,114.82226188324591,80.37247940925874,109.85466486793518,86.48644496656426,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13344.png,,,114.44013903591431,80.37247940925874,108.70829632594038,85.72219927190106,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13345.png,,,113.67589334125114,79.99035656192714,108.70829632594038,86.48644496656426,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13346.png,,,112.91164764658794,79.99035656192714,108.70829632594038,86.10432211923266,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13347.png,,,112.52952479925634,81.13672510392193,108.70829632594038,85.72219927190106,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13348.png,,,112.52952479925634,81.90097079858512,108.70829632594038,86.10432211923266,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13349.png,,,112.91164764658794,81.13672510392193,109.47254202060358,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13350.png,,,112.52952479925634,81.90097079858512,109.47254202060358,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13351.png,,,112.14740195192473,81.90097079858512,108.70829632594038,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13352.png,,,111.76527910459316,81.51884795125352,109.47254202060358,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13353.png,,,112.14740195192473,82.28309364591672,109.09041917327198,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13354.png,,,112.14740195192473,81.90097079858512,109.47254202060358,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13355.png,,,111.76527910459316,81.51884795125352,109.09041917327198,87.25069066122745,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13356.png,,,111.76527910459316,81.51884795125352,109.47254202060358,87.25069066122745,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13357.png,,,111.38315625726156,81.51884795125352,110.61891056259836,86.48644496656426,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13358.png,,,112.14740195192473,81.51884795125352,109.85466486793518,86.48644496656426,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13359.png,,,111.38315625726156,81.90097079858512,110.61891056259836,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13360.png,,,111.38315625726156,81.13672510392193,111.00103340992996,87.25069066122745,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13361.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13362.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13363.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13364.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13365.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13366.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13367.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13368.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13369.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13370.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13371.png,,,110.61891056259836,81.51884795125352,111.00103340992996,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13372.png,,,110.61891056259836,81.13672510392193,111.00103340992996,86.86856781389585,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13373.png,,,110.23678771526679,84.19370788257469,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13374.png,,,111.00103340992996,85.72219927190106,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13375.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13376.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13377.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13378.png,,,,,,,,
labeled-data\rat9_front\good_reach_3_13310-13379\img13379.png,,,,,,,,
