scorer,Parth,Parth,Parth,Parth,Parth,Parth,Parth,Parth
labeled-data\rat9_front\good_reach_2_12163-12211\img12187.png,116.35075327257229,79.60823371459556,114.05801618858271,81.51884795125352,112.52952479925634,85.34007642456947,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12188.png,117.11499896723546,82.28309364591672,116.35075327257229,84.57583072990629,114.05801618858271,86.86856781389585,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12189.png,117.11499896723546,82.66521649324831,114.82226188324591,83.4294621879115,113.67589334125114,87.25069066122745,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12190.png,117.11499896723546,81.90097079858512,115.20438473057752,83.8115850352431,115.20438473057752,88.01493635589064,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12191.png,116.73287611990389,82.28309364591672,114.44013903591431,84.19370788257469,113.67589334125114,87.25069066122745,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12192.png,115.58650757790909,81.90097079858512,113.67589334125114,84.19370788257469,113.29377049391954,88.01493635589064,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12193.png,115.20438473057752,82.66521649324831,113.29377049391954,84.19370788257469,114.44013903591431,86.48644496656426,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12194.png,115.20438473057752,83.04733934057991,112.52952479925634,84.19370788257469,115.58650757790909,87.25069066122745,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12195.png,115.58650757790909,82.28309364591672,112.91164764658794,84.19370788257469,115.20438473057752,86.48644496656426,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12196.png,115.22971069159138,82.78029436088083,112.1692550554792,83.89318731946707,113.69948287353529,87.09275457540252,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12197.png,114.93984277342804,82.38291856573032,111.81427105995178,83.23534721486021,113.32969976951603,86.64506181137978,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12198.png,114.04170855763195,81.44652964109008,111.90471729141049,83.6959941318495,113.59181565948006,86.73277119437475,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12199.png,115.05683046601143,81.82137132704369,113.37959817026976,83.79458579262214,114.56352684961684,86.6557467677109,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12200.png,114.36172176648957,81.74399172177603,112.9765252116535,83.82178655403014,113.8999895815442,87.28477794112032,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12201.png,113.90717676858327,81.86369677733035,112.71930166030505,83.98490232782719,113.99202499060314,86.44550076640351,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12202.png,113.39778134157005,81.1413818900607,111.97213389018962,83.32178387452488,113.31391972678297,87.01169492515659,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12203.png,113.66221205875404,81.6416509535188,111.50450204064401,83.71944578577292,112.7032298284829,87.71520507856928,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12204.png,113.77976877705896,81.84798999018433,111.38033998691557,83.34763298402396,113.2548937292151,87.02175831893103,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12205.png,113.8264925223894,81.65984399089142,112.08315754205083,83.95370580712637,113.09245674119421,87.16511234985529,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12206.png,113.67589334125114,83.04733934057991,112.91164764658794,85.72219927190106,113.29377049391954,89.16130489788542,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12207.png,113.29377049391954,84.19370788257469,112.91164764658794,87.63281350855904,,,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12208.png,113.56333995487549,85.7167630660484,,,,,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12209.png,,,,,,,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12210.png,,,,,,,,
labeled-data\rat9_front\good_reach_2_12163-12211\img12211.png,,,,,,,,
